Time,Entry Location,Entry,Enabled,Category,Profile,Description,Signer,Company,Image Path,Version,Launch String,MD5,SHA-1,PESHA-1,PESHA-256,SHA-256,IMP
9/14/1952 6:25 AM,"HKLM\System\CurrentControlSet\Services","nvdimm",enabled,"Drivers",System-wide,"Microsoft NVDIMM device driver: NVDIMM device driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\nvdimm.sys",10.0.19041.1,"System32\drivers\nvdimm.sys",BEB8637D4B098B286B8B4F46E88A57AD,9181F5B71522CD90482013D3B76E9313DCE76919,1BE571EE3443A68A0C3F20497CB0259F35BEB12F,BF3C38DD57B790684E31716C1B8C7617DD52C914E5516F4473D90561D116D647,C0515F0F429A3B60AEC5F9F2AEDCF387CF941D306A21C9BCB56571C83560C6C1,F6CA09AD476180A236590B56D19F5D1E
4/21/2014 11:28 AM,"HKLM\System\CurrentControlSet\Services","nvraid",enabled,"Drivers",System-wide,"nvraid: NVIDIA® nForce(TM) RAID Driver","(Verified) Microsoft Windows","NVIDIA Corporation","c:\windows\system32\drivers\nvraid.sys",10.6.0.23,"System32\drivers\nvraid.sys",5281A4F23E594AE6EDE1E38B1F8518E0,3E2B378FF256FF19D2F417D8DE1FCB2B2306E243,2FE62D1491FD22EC0927A2974DF99145ED48000E,8A44500798FC36F7DC066B9CCD1FFC19A7C99EE03BBE6A11C1A31A72D31BD540,628927EB91C6A323CA67B97EF743775B68D30599A0F0593BC3B5C0BA6C5AB82C,B3ABDFBDF335B53A4FB27C8FFA9EC432
4/21/2014 11:34 AM,"HKLM\System\CurrentControlSet\Services","nvstor",enabled,"Drivers",System-wide,"nvstor: NVIDIA® nForce(TM) Sata Performance Driver","(Verified) Microsoft Windows","NVIDIA Corporation","c:\windows\system32\drivers\nvstor.sys",10.6.0.23,"System32\drivers\nvstor.sys",A11D15751217EEB734033BB5A929B1CD,C8F8CFA27DCCBA6C52DB8AF375EE6F62894B3B12,54BD5FC7080B3D2E484027FCC58081EFBF96F3C0,A85487FE45D35022882197C6D185EE65C0CAD9258B7A88D5156D4CFD78404A75,F07CD88B7939C53DF83E93D40FB5AB115946393AFBE8DBA75FEE7247BF3063A9,895F1BFBDBC5D0E9ABD6761D8BF875AB
11/21/1942 3:23 AM,"HKLM\System\CurrentControlSet\Services","Parport",enabled,"Drivers",System-wide,"Parallel port driver: Parallel Port Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\parport.sys",10.0.19041.1,"\SystemRoot\System32\drivers\parport.sys",138FDB1EBCB61287A645BD3B06DBED5E,14445661BF55819BBAE178A236036366D29377FA,2B0F8717E035F311327815BAA4FE9FF132F0872E,10CE511BF348804569E8324EBBC342B9E55B32B22F7B182A7F51AEC3A02A1667,1E59DE429B54E910688BF917F2AD97E66241EE3FB924C24E3627E9603E8A9C5D,075958F8C299767CCD6E1F3C6A94C58F
7/30/1983 7:13 AM,"HKLM\System\CurrentControlSet\Services","partmgr",enabled,"Drivers",System-wide,"Partition driver: Disk class filter driver that manages and auctions out partitions to volume managers.","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\partmgr.sys",10.0.19041.3636,"System32\drivers\partmgr.sys",94E11DD2C4D55C40070FE6215D405F54,68C78CF1F401BBD361CF4437BC4B69EBEC3D2F8A,FFE9D44D9B8DD5D4230530F1752F7680B2B8AB5C,D4B9E289F9E673032445CD55E04A1B0CA34235F3839FA89188482D53E7211F83,E097279FB9AE0BACC5082D15FB6E96382273BB6D860493B756D50C088B4A948F,87615FCAB5A35EFB921401A9F55A5031
2/4/1948 3:29 AM,"HKLM\System\CurrentControlSet\Services","pci",enabled,"Drivers",System-wide,"PCI Bus Driver: NT Plug and Play PCI Enumerator","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pci.sys",10.0.19041.3636,"System32\drivers\pci.sys",422B7920B0930D82B9AE9CD2983E4112,9CB6D79EB843941299BE08AC06E4C74C0C96512E,2153E17FDA790E51507172B8DEF60AA8D9DFC79D,A9B75741A425CA7B95B876FF44DEA9F05FD08E86CFAE2DB73FCECA191B1CD9E7,B5FAFCE93C13186A1B846E1CE4B5EB90B55DE90D677B46EB20DC65752E75FC2D,25777AC97F13FE2DDB40803DA5CD45A2
10/24/1989 6:47 PM,"HKLM\System\CurrentControlSet\Services","pciide",enabled,"Drivers",System-wide,"pciide: Generic PCI IDE Bus Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pciide.sys",10.0.19041.3636,"System32\drivers\pciide.sys",0C0DF60810B5E7129B010E4CBDF08CB5,09F1F6226E80ACCD87C0C10AFB075BFE4070D3FC,68A591F5993B0F3769C573FBB714B67F4CBEF1EE,9C4C72D8BD6149DD53932EE749796A14F15428927A3C4FB2C599FCBCF4E0021E,78032C1ADDDFA287CE346FF387BB1D5B499463AE8B477FC7A72C15F87DB442CE,E299EDFB1DB3597D97A856A99B28EDE3
9/7/2026 1:07 AM,"HKLM\System\CurrentControlSet\Services","pcmcia",enabled,"Drivers",System-wide,"pcmcia: PCMCIA Bus Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pcmcia.sys",10.0.19041.1,"System32\drivers\pcmcia.sys",0543F01C97CE2D3ABB4F8CEA56B99721,595DC9AD287CBF960DCFE4D8256BCEE4EEE5CAA4,584C5A9A3E7E28F6BFD18A687D4012CBD0B38017,C906F7A36863F2ACF806AE38CF2766770DB18929DA91345DC1689A8D97269CDC,CD84890DEB63C782A51A7F4D962B88CAC9AA226C3C7DDC2D2B0A56E81B00B07C,6C371C2D4DC5612AFDB8BCA5272351EE
2/23/1983 1:18 PM,"HKLM\System\CurrentControlSet\Services","pcw",enabled,"Drivers",System-wide,"Performance Counters for Windows Driver: Performance Counters for Windows Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pcw.sys",10.0.19041.3636,"System32\drivers\pcw.sys",B1DC8CA902109F8C0A6845EC270B0525,6D78112D01B115EFC8180FF95E733011649E2733,4CB6C7D7B7400AB243FFC4E679F7BEE336BDA316,2556F461660D1235A1F3FF9209200B0958F68B1FEBDE34298D1979F7FFD483E8,847188B15906AF94DE0658B0F6F5827671BA659EEAD184B7EF5B274C7F9AE089,02708AB3A627949342E38F98C85201D0
4/29/1964 10:12 PM,"HKLM\System\CurrentControlSet\Services","pdc",enabled,"Drivers",System-wide,"pdc: Power Dependency Coordinator Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pdc.sys",10.0.19041.3636,"system32\drivers\pdc.sys",F354B0D98C8F5C30DE0B001BB9D71C98,D521DC594EDFA0BC24210C20A0E57C8D9D985826,3EC7586DF092A232D4BBDCD88A206BED1EA80E2C,51F72ADE1E5E5FACA4432644FAE415B220C8FBD28770B92F5F8E0FEFA03048C8,2441FEC9EFDABAF4109C62CDC78704D95ECF61FD134EC1FFB32CBA48F8BA5ECE,55F9E9ED7D3C0A285F6CCAAC4F5453FF
6/6/1931 1:39 AM,"HKLM\System\CurrentControlSet\Services","PEAUTH",enabled,"Drivers",System-wide,"PEAUTH: Protected Environment Authentication and Authorization Export Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\peauth.sys",10.0.19041.3636,"system32\drivers\peauth.sys",18B5E497A96CFCAE66508755D8CFE63F,00E8B198DA1ECC0DFD0661D1D880DE370DC4A5AD,FDF4601EC61948994FE7A3AFD4026377ED147B64,1C2BD50A0E20C15034F7D824DBE851532024BB7EA5D9CCB09DFEDB787189FD1D,1FC02FCEAD2E668081F9071CF70B711B7CB3F2324F1CB7C57C3A4AA29E37ACB5,02A51DA2551A93FDA3F19C5B477388EF
3/14/2016 5:50 PM,"HKLM\System\CurrentControlSet\Services","percsas2i",enabled,"Drivers",System-wide,"percsas2i: MEGASAS RAID Controller Driver for Windows","(Verified) Microsoft Windows","Avago Technologies","c:\windows\system32\drivers\percsas2i.sys",6.805.3.0,"System32\drivers\percsas2i.sys",2E2E8BA514A93C297F124BAB53F4E921,88AE12AD459843942E74893A843F7B57203D80E6,9895BD0DE21D663860016D6D7CFBF25EE255FA1A,F00CF1A3BB1BDB4674127C13FCE449057848C1C9EB34BFE71AF679FA7B2417D5,D6B8116E5C920032A5926D5D047BFD72B05ACBB08E26F177A0B0E6B4EC735FA1,3F1C4798802574C0D92064981B952131
6/1/2018 2:47 PM,"HKLM\System\CurrentControlSet\Services","percsas3i",enabled,"Drivers",System-wide,"percsas3i: MEGASAS RAID Controller Driver for Windows","(Verified) Microsoft Windows","Avago Technologies","c:\windows\system32\drivers\percsas3i.sys",6.604.6.0,"System32\drivers\percsas3i.sys",1C6720616FF300235509D5EFBB2CAE20,AC8F33DC88BFA7BD3F3AF773901EB96C9194CF02,7095BE6DE2448E6A2FE3CF42046A94F46183D690,FD58AD69BBBACBD564DBE4471CBAA9A672343471D383174F1223B1E1C977F0DE,92017ECB36EAA35AC454E890734915A658EB898C95970531D43C19461BE6562B,4A5525AF6CBB4F1BA8CAF1DD3F06FB39
8/11/1918 5:55 PM,"HKLM\System\CurrentControlSet\Services","PktMon",enabled,"Drivers",System-wide,"Packet Monitor Driver: Packet Monitor Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pktmon.sys",10.0.19041.3636,"system32\drivers\PktMon.sys",8B2AA57D8B7B7279FF3C4F4852724DCC,36229348B1D17668632635425597A4C82DC28183,49691BAA9F335CE608473C33811AFFE06CECBD8B,E2F9EEF38425945E898AA13519550CFB5F51B489B6ECBB2CDFC338FB8E66ACE5,EC44EE018E692C3454877794C3B1E19894F5463297A2FD23AAE1E6FF9EF129B9,E8FCD591B97E5DA178E628CB4B51DD54
5/12/1914 4:17 PM,"HKLM\System\CurrentControlSet\Services","pmem",enabled,"Drivers",System-wide,"Microsoft persistent memory disk driver: Persistent memory driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pmem.sys",10.0.19041.3636,"System32\drivers\pmem.sys",528E4B87EA54BC00F163E020F900CB49,C73774CF5D9F8FDC8C3EDC1F4666FFCE6BDBAEDF,B4711542B5D1756EF4438536FAC7447B3397CADB,790ED6080AC8D907BC68815F3C90832293ABE82F641E06573FA9F0E490D3405D,2A34BBB3ABBDA441D4373E3BD4C1BD1EB2D77B79C657BCBB22E17E8637FFEAA7,91611B7C56E1B7EC8821FAE0A03F7FE3
7/13/1932 10:03 AM,"HKLM\System\CurrentControlSet\Services","PNPMEM",enabled,"Drivers",System-wide,"Microsoft Memory Module Driver: Plug and Play Memory Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pnpmem.sys",10.0.19041.1,"\SystemRoot\System32\drivers\pnpmem.sys",2769F200292C0F941A10BD60C33EA4A6,F0E099A8AFD79AC82696380A70A3965DAF3325AE,FB058055C1F74CA723AF2FE371CF97B468D62E45,AEE033ACBE727007F10B4F2392195D4C0ADDFCF3258B4AB8FAD9F5D3BB855A90,B8345C32585C45E6248D7194B1071F2B8617718E7C9B270AAF44C132D029DB4C,C67D6D965D8FB3E3DE48A03AF4517B29
6/16/1961 8:33 AM,"HKLM\System\CurrentControlSet\Services","portcfg",enabled,"Drivers",System-wide,"portcfg: Port Device Class Configuration Filter Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\portcfg.sys",10.0.19041.1,"\SystemRoot\System32\drivers\portcfg.sys",562B9409AA8777204E78C629647344EC,015A04DC9375B11500C8F049112BD6C982D04155,EB443B4E084D818789855404D9CA161A9CA7E649,CE338586F20BA04C187A28587A282124551A171D94B919E7022A53007EBA357C,65C33D25E0C00731D7DEF3F127523AA5178133481915287F3267A52C74577572,044DC632C731D7FBE050CFA8436B946F
6/21/1980 2:49 AM,"HKLM\System\CurrentControlSet\Services","PptpMiniport",enabled,"Drivers",System-wide,"WAN Miniport (PPTP): WAN Miniport (PPTP)","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\raspptp.sys",10.0.19041.3636,"\SystemRoot\System32\drivers\raspptp.sys",488248971A0A07D3C4262001FD3BD4B5,F5C3A5DFFDD9EF1ACBA7CC1FBC5F7AA88E4207F1,86A52D94017BA58D20BD93FE9EC139678A4FE77F,D44CD9AAB51FE16E277A4FECCFC21E513546D4E69499563E8EF1B6C20A9E4245,95C2E5B93AB12DCD985BDC0846BE5A3BB3595906CC8E4CF79EC41B3158C914FF,54E4D45AC94E0CD980CF9E4CE3036A6E
6/28/1993 7:23 AM,"HKLM\System\CurrentControlSet\Services","Processor",enabled,"Drivers",System-wide,"Processor Driver: Processor Device Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\processr.sys",10.0.19041.3636,"\SystemRoot\System32\drivers\processr.sys",83FAF8FF74B4AABC944EE7CD8F737CFA,4064DC7DF3FD2867F78220D15F77B86DA4CF48EA,19A913C787FA442D5C24E9DF72FA77FA95520ABA,A81A4062C9C40508BC0191F678E8C725F4107C5CA2E69C49C9E054F425A0F4E5,15793FEF66829EBC45EBA9E00BA9CB56D0F16D5F906049479930051DC20D0665,B319004943E569E1348238F1D0373AE9
12/4/1998 7:35 PM,"HKLM\System\CurrentControlSet\Services","Psched",enabled,"Drivers",System-wide,"QoS Packet Scheduler: QoS Packet Scheduler","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\pacer.sys",10.0.19041.3636,"System32\drivers\pacer.sys",3792E349E4C65C248947FFBBC612D1C3,D562081B8BC4F35C44FA86C266A7C454F3B53BA6,E43D4C0E785497AB145E33963A9F71D46C2A273B,97D87E186539B9E9ED7008991AF798A2C3FAB0F3FA93618B155D90C66731755D,C44079C0BFAF5BFAE3288034199722AE8BDAA72790908CE9AC765FDFA14EEAC3,568E3E39E644B7173D6138C5942BE934
5/22/1958 6:51 PM,"HKLM\System\CurrentControlSet\Services","QWAVEdrv",enabled,"Drivers",System-wide,"QWAVE driver: Quality Windows Audio/Video Experience component driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\qwavedrv.sys",10.0.19041.1,"\SystemRoot\system32\drivers\qwavedrv.sys",CE51A9A997D2830C6C64A36D7F8D8879,3A16D2AD0159E0C73673BC404766ABB392C741CC,76D313DF38AFE6F7D5B7BA1E63094224FCE37AF6,E49FBE20BE215C08CBD971E0CDD54D9B5BA74191D7CF566C4D81E1B30C5C52CE,706D683CAF92C259C121222446D34ED43F6E8872407C3615E2ED118ACD24D21D,975F4329BF82810D25EF371200FA6A7C
8/19/1982 4:52 AM,"HKLM\System\CurrentControlSet\Services","Ramdisk",enabled,"Drivers",System-wide,"Windows RAM Disk Driver: RAM Disk Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\ramdisk.sys",10.0.19041.1,"system32\DRIVERS\ramdisk.sys",9D377A5872A0A7A33E258FFCBDB3F25F,07DE23355BCC3E9C0D64175D227EE33F586F3661,2DD2EBB9E7A61E1C4CE5558396ED39ADE86DCBCD,279F7604034A724BC03C36019D236F3E64B9C91C329EF963336D5E07CC68F805,D461798C6348C5D96EA002E4A1AC588B87A1A9B01AD84AB1FA6D9C6393616892,D4FBF2A249D357A9E77E243360340A58
12/11/1953 6:54 PM,"HKLM\System\CurrentControlSet\Services","RasAcd",enabled,"Drivers",System-wide,"Remote Access Auto Connection Driver: Remote Access Auto Connection Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rasacd.sys",10.0.19041.3636,"System32\DRIVERS\rasacd.sys",0ECA06A818B0BD82E991A6F9F08E58E7,2B11FC1408A61F69879FC215CFE79BACD8A0D56A,5D9363D37A4FBE902AEA62C1B95136771E93BAC1,65C493A4E3CD3391FC3C52588271FE76093EE3CD8F048F47B57DABC653216222,85CCD859A6F587FCEF5C57F8D9EA93907E1247A7956A523B79896BD836FA7649,331F1C190DC5B0C2E2023FA73C10E77C
7/29/2008 2:49 AM,"HKLM\System\CurrentControlSet\Services","RasAgileVpn",enabled,"Drivers",System-wide,"WAN Miniport (IKEv2): WAN Miniport (IKEv2)","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\agilevpn.sys",10.0.19041.3636,"\SystemRoot\System32\drivers\AgileVpn.sys",8922FC0308C8FB8382857F70E745A360,3DE233A41EA964AFF0C145CF2AC7C0BEB9D30FF1,1EBF886D34630F39BDDBA5AEF92A0AED625E340D,05A12C7A24C49CF0A1314A3B4FA974852C6DB923A5EFEFB6C686323E82B68809,53E3BAEB71C31DA90540BB402ED8BBC5BAE6D27FA7533ECA4FB9B7D99252252B,5A03D841986197A23CBE853F79CD61D5
4/16/1948 5:54 AM,"HKLM\System\CurrentControlSet\Services","Rasl2tp",enabled,"Drivers",System-wide,"WAN Miniport (L2TP): WAN Miniport (L2TP)","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rasl2tp.sys",10.0.19041.3636,"\SystemRoot\System32\drivers\rasl2tp.sys",AB7EC8C94F4597212DAA92974C4585BA,B3EDC088EB6BB4D58D3032779A14D16F8A1FE626,F54E67D1CB58A45345A70BEE79A23F613845B5AD,2B27B39B350D66B28A52B362AEC7123517673E08A36A20C6CFC860F3DAD10041,818F80987CC03E14B5FD993EEF3DD12DB8450EDFA472C6ADC0E4AB8390CDD171,EAADC9DA9B502BABBD7B655DA11D6FFA
10/16/1931 10:04 AM,"HKLM\System\CurrentControlSet\Services","RasPppoe",enabled,"Drivers",System-wide,"Remote Access PPPOE Driver: Remote Access PPPOE Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\raspppoe.sys",10.0.19041.3636,"System32\DRIVERS\raspppoe.sys",CDCC503F4088DADC4FFB36EC989AEC27,37F577D44061330ACFE419A30B06BFD0FB8F219D,89A37BC21F1F6D9B58A609A29F3E017B7A7A2086,C56F19C47C3DA53931F2777F7352F641DBC40877603E081E00F1296665E68E20,2B34DF2792BBF05E4E85A2D449860DAB2682BD1623911B71FBC4D4C132994F90,80F8727A487100A1BCE445B5C546567A
7/3/1964 9:05 PM,"HKLM\System\CurrentControlSet\Services","RasSstp",enabled,"Drivers",System-wide,"WAN Miniport (SSTP): WAN Miniport (SSTP)","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rassstp.sys",10.0.19041.3636,"\SystemRoot\System32\drivers\rassstp.sys",6D9AAEAA81997C5357A39B4BEB18CD7A,03B255003B0494F479C99F9C613B95E3B90B5236,F2EEBCDE774B0C89EB7367E48ABA88424E26AD5E,4791AEB18F2E6358AEBB8DAC49121E0BD2982EB2CC9E014CB2278E6243B4E79C,B578186956E47096ACBB54F60FE59C010084C7A4A1203435F5FBFFD9A8091289,680DE8460CFF8CDF0DB03AA074C23D56
10/13/1946 2:02 AM,"HKLM\System\CurrentControlSet\Services","rdbss",enabled,"Drivers",System-wide,"Redirected Buffering Sub System: Provides the framework for network mini-redirectors","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rdbss.sys",10.0.19041.3636,"system32\DRIVERS\rdbss.sys",8B602EF27B0B6CAAF97A760B6FF578BD,B6CF880CA751527F1EFDE59D7AE463406FE06286,7286890E0B112DB4D8ED58B9D349ABEE8D8D8627,CA3D6677A510A48C5AA427EFDF367DDD789CF10C7A9A8C57FF203EACD64C2B87,9D024E9E7E67C97EF0325D9EA265E60457D58F0282EB267D1BC72523B6782BED,3F2B37EADD73627CF617F15D5D1C185B
7/17/1904 1:51 AM,"HKLM\System\CurrentControlSet\Services","rdpbus",enabled,"Drivers",System-wide,"Remote Desktop Device Redirector Bus Driver: Microsoft RDP Bus Device driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rdpbus.sys",10.0.19041.1,"\SystemRoot\System32\drivers\rdpbus.sys",B7BAD23CA994EFF8EA11261626326004,E222A331DB4E9F4DF4A1D23C62DC7376DC3700D1,82C83D3313F9D40C861DA2BD091E960FE1B5F455,A369FE5CB46BB1E5E8C356F963A350DDBED2D6FF9F51A289EFB11D92414B9435,056495FB4A54984CE9D28D7B45550990D4A4B0736669F0F69138BEF51A695EFA,9741E324421C5751B01A295CB1A8248C
2/5/1989 6:46 PM,"HKLM\System\CurrentControlSet\Services","RDPDR",enabled,"Drivers",System-wide,"Remote Desktop Device Redirector Driver: Remote Desktop Device Redirector Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rdpdr.sys",10.0.19041.3636,"System32\drivers\rdpdr.sys",DFC63E0133E9A721B5B962F3A7E8F35D,7BF9A1C8968D8D913EEC51275398D17A8DCD3868,BF9EB4B956259ADA87F69FF9081BF96316BBD53D,BA95B78BB77F36D034994872B8E57C9F296CADB1FFD61A4C7379FD60B9231988,138B0DFBA04A451B463E53B3ABE507118B7B157386DFF1F867A383AEAC90199D,DFEC4151A31712D3F055E357BC30FE3E
12/31/2021 4:13 PM,"HKLM\System\CurrentControlSet\Services","RdpVideoMiniport",enabled,"Drivers",System-wide,"Remote Desktop Video Miniport Driver: Microsoft RDP Video Miniport driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rdpvideominiport.sys",10.0.19041.3636,"System32\drivers\rdpvideominiport.sys",3A549004054AB4DD08D978B3B610FDDA,28E7873EBC8E40773C8CDE81022EF0A3BD549E1C,95C49193A11E0412A9B00C462859DEB2F4600735,8560DF9D4CD6DF13D8D82B11BBC648AACDF7E15C22C418E5C5F1BD4EB8F95813,EAAAF156BCB25C3CCF3AF41B81B1C8E2999681D588BED8FB8B2493744CD218E4,6F39D9D72DF89DDE45152ECFA7314F9E
2/25/2033 9:44 AM,"HKLM\System\CurrentControlSet\Services","rdyboost",enabled,"Drivers",System-wide,"ReadyBoost: ReadyBoost","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rdyboost.sys",10.0.19041.1,"System32\drivers\rdyboost.sys",B4A6F3BFB5A07DAF4E18C14A6337A226,4D0B29510E225C7F2C736F01415DA78D2B56B7FF,D9C61DCD67D6B3F0BF48E242F8B7D9823B94F50C,47A606FBAFFAEA7100B7EE2D741E54BF565E9DEB7BE33B1EBAE28F182E9B87B3,F906865E349390D24A3DCBC563154BBB9F307B97361832BE93BC9D44A9F3B486,438CA760910CEEC450741B657C87FD5E
7/2/1930 8:18 AM,"HKLM\System\CurrentControlSet\Services","ReFS",enabled,"Drivers",System-wide,"ReFS: NT ReFS FS Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\refs.sys",10.0.19041.3636,"ReFS",DB4ADDF2441B4C11C9C72EEAA727102B,C20C1BA2334F91C2403D4A2A5E378411CD05E3F9,6B19D131B1A3AA59316A1CA661D88FA5E5C5249D,064E387CDA6B1968D2086734DCC51C530F67A9A68793A7FB5AAEC83034267112,DDFF3CA7993EAF695C4E32ACC2ECBD4F295990388D844A36F05C3B306BCEFA8A,3D757DE4751FF2C479AEB37A89560222
11/17/1925 12:09 AM,"HKLM\System\CurrentControlSet\Services","ReFSv1",enabled,"Drivers",System-wide,"ReFSv1: NT ReFS FS Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\refsv1.sys",10.0.19041.3636,"ReFSv1",70F3B93FC924A53E3A513F1E074FCC9F,DFB4890195A6FACD4F018324097842DA243CE717,E9CBC24ACB6B6B5E7F82B26FE0C39D13ED14BF33,D152171008E1AE57EFEE57068D168DE350CFB01EFD0517E7C3089266709FD894,F04A7CD04102D6D7AFB275224DA2D84CEA99AB7098A908DC9089DF9626C934A4,0C56C8D7DD5ED86AD526E75F30709ADE
4/17/1963 6:23 AM,"HKLM\System\CurrentControlSet\Services","RFCOMM",enabled,"Drivers",System-wide,"Bluetooth Device (RFCOMM Protocol TDI): Bluetooth Device (RFCOMM Protocol TDI)","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rfcomm.sys",10.0.19041.1,"\SystemRoot\System32\drivers\rfcomm.sys",D2EE9CCE0187C616E50D61EB30ECA262,7BA51B2D0FF70B8864BB77A420C77F7405229133,0E7D0A9830E426AD461B663D79FE9FF84A31B07A,BA11C1D855D085EFF32BCD8FD2EED9078113D00698EA31ED9061C291980D4550,825C918D22FC8DBF3EE9BDB41D121A0AC3CCBFFBA147E2B26F0197552E0675DE,08F5F21F34250CE42DEA5FC4C53CF5E3
2/27/2037 10:19 AM,"HKLM\System\CurrentControlSet\Services","rhproxy",enabled,"Drivers",System-wide,"Resource Hub proxy driver: ResourceHub Proxy Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rhproxy.sys",10.0.19041.1,"\SystemRoot\System32\drivers\rhproxy.sys",4DD0EFE49F0C020DAFEAE6F5F231362C,1ED5B2931AD9B52ACB7BB7C56390FF78F835EEBA,66509842DD0218916CA4B3BFD322892052B0DA8A,834BD2A2555D439B6B61191605457F17F0FA9C08A40B47A07D469697D12172C7,DF04978AF6CD34C8251B3DDE381CD77518684DCB1D2B16BD2DAFEE63AC9D5858,35F41FAB0A187A504207B6E8BF343F8B
1/15/1918 9:01 AM,"HKLM\System\CurrentControlSet\Services","rspndr",enabled,"Drivers",System-wide,"Link-Layer Topology Discovery Responder: Link-Layer Topology Discovery Responder","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\rspndr.sys",10.0.19041.1,"system32\drivers\rspndr.sys",EABD30C39742A79913B595A5B6F809D4,FA76797E5F79FB29D90A9E276FAA5FFE4D9FEE25,CA5226214132A5CDAE986C7C70984CF584E08326,DA6F07720990A23F7556B9780775269B67906127BE975DE2EAB1B6787889664C,9067160F566220A2B21FEEE181729A796A3F3EECF75FFB75815BE5CCC7BBA64F,17B8BFF37F8EF36AA6661391FABE5697
10/9/2021 8:29 AM,"HKLM\System\CurrentControlSet\Services","s3cap",enabled,"Drivers",System-wide,"s3cap: Microsoft S3 Emulated Device Cap Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\vms3cap.sys",10.0.19041.1,"\SystemRoot\System32\drivers\vms3cap.sys",5914CC0C1E99A3C1711BDB1E224526D1,2258114DA90B1239DAD98D211D2FF45E1F9D959E,4B6F1B232CFCD47C986E97C23F83F473F36408BC,BCDF0EBA84E856633158C13BA8880D295AE830EC520C09EF3AE10FCBC16D764F,54BB8636F27282B396D487B3FEA8BD73F2F6FE6DA4DE8D718EE498F75A6A5DCE,518C0461A9B3119E2FFC25D2326C50DE
6/26/1988 10:21 PM,"HKLM\System\CurrentControlSet\Services","sbp2port",enabled,"Drivers",System-wide,"SBP-2 Transport/Protocol Bus Driver: SBP-2 Protocol Driver","(Verified) Microsoft Windows","Microsoft Corporation","c:\windows\system32\drivers\sbp2port.sys",10.0.19041.3636,"System32\drivers\sbp2port.sys",22AD96A54AC31D0FBE7529E1317B5C95,15FF1D11C0EEE01FDC87E2946EEE07B3D2C3BA51,332C9F3DDA4AA55871E6F02158ECD8CA571BBC49,B4BBC43B1E6FAC9DA9C96EF78F65699DE60BF3EB52BD9BC125C1CD1A0E540FFA,EE43A99218DD9F847C5FAE1D0B07CC3A6AAA5E97B817D2C5E1E82AD07FAD1858,798760E90447C4DF7E478832FBBA05C4
